,Unnamed: 0,Number,P_Name,Desc,locality,District,Zone,Contact_No,Openig_Time,Popular_for,Category,Latitude,Longitude,img_path,Charge
152,203,204,Hotel Family Home Annex 1,"We, the team of Hotel Family Home Annex-1 would heartily welcome you all, to this smoke free, relaxing, enjoyable and luxurious hotel where you will have homely and natural environment and feel like 'at ...MoreWe, the team of Hotel Family Home Annex-1 would heartily welcome you all, to this smoke free, relaxing, enjoyable and luxurious hotel where you will have homely and natural environment and feel like 'at ...Morehome away from home'. It is not just a hotel but a home to many travelers coming to this tiny and beautiful country, Nepal. This is situated in the heart of the tourist hub, Thamel, in peaceful residential areas, distance away from noise of nightlife, where you will be amazed with impressive d√©cor, elegant rooms with natural and atypical color, impeccable services; all these features make your stay here beyond the memorable. Less","Ashok Galli Jytha,Ashok Galli JythaThamel","Kathmandu 977, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Restaurant,Room Service,Suites,Bar/Lounge, Shuttle Bus Service ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.711752,85.313156,Hotel Family Home Annex 1.jpg,"NPR†2,763 - NPR†8,067 (Based on Average Rates for a Standard Room) "
153,204,205,Hotel Impala Garden,"Hotel Impala is a family run hotel in Thamel, a suburb of cheap hotel and economic hotel for Tourist accommodation in Kathmandu Nepal. Hotel is suitable for your economic lodging in Kathmandu. Hotel has ...MoreHotel Impala is a family run hotel in Thamel, a suburb of cheap hotel and economic hotel for Tourist accommodation in Kathmandu Nepal. Hotel is suitable for your economic lodging in Kathmandu. Hotel has ...Morerooms from standard single to air-conditioned deluxe rooms. All rooms are airy and sunny, have attached bathroom with 24 hr running hot & cold water, TV, telephone, etc. Facilities include lobby, terrace garden, Sun Beam Restaurant, car parking, etc. Less","619 Chaksibari Marg,619 Chaksibari MargThamel, Pakanajole","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Air Conditioning,Non-Smoking Rooms,Restaurant,Room Service,Suites,Bar/Lounge,Pets Allowed,Wheelchair access,Laundry Service,Shuttle Bus Service,Breakfast included",Kathmandu Hotels,27.717701,85.310149,Hotel Impala Garden.jpg,"NPR†2,763 - NPR†8,067 (Based on Average Rates for a Standard Room) "
154,205,206,Thamel Villa,"Ideally situated in the heart of the touristic juncture of Nepal, that is central Thamel; this house originally belonged to Bahadur Sumshere Rana, one of the sons of the Rana Prime Minister, Juddha Shumsher ...MoreIdeally situated in the heart of the touristic juncture of Nepal, that is central Thamel; this house originally belonged to Bahadur Sumshere Rana, one of the sons of the Rana Prime Minister, Juddha Shumsher ...MoreJung Bahadur Rana. The house was later bought by Sanunani Shrestha Singh, Ganesh Man Singh‚Äôs mother in 1953 AD. Ganesh Man Singh was the leader of the democratic movement of 1990 in Nepal. He is revered as the Father of Democracy and the Iron-man of Nepalese Politics. This house was where the flame of democracy in this mountain kingdom was first given life. This was where Ganesh Man Singh, the first prime minister of Nepal after the restoration of democracy in Nepal, resided. This historic building was one of the first Victorian styled structures in Nepal. We took great care in restoring it to its original magnificence. Every aspect of this building was carefully planned out to bring out its rich and vivid history. Less","Chaksibari Marg Thamel,Chaksibari Marg Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Room Service,Suites,Bar/Lounge,Kitchenette,Concierge,Pets Allowed,Laundry Service",Kathmandu B&Bs / Inns,27.713671,85.309709,Thamel Villa.jpg,"NPR†2,763 - NPR†8,067 (Based on Average Rates for a Standard Room) "
155,206,207,Kirtipur Hillside Hotel & Resort,,"Chithu,Chithu","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Non-Smoking Rooms,Restaurant,Room Service,Bar/Lounge,Dry Cleaning,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.677044,85.279747,Kirtipur Hillside Hotel & Resort.jpg,"NPR†1,989 - NPR†4,420 (Based on Average Rates for a Standard Room) "
156,207,208,Palagya Hotel,"Palagya Hotel is a great base from which to explore this vibrant city. Only 1.0 Km from the city center. Visitors to the hotel can take pleasure in touring the city's top attractions: Pashupatinath Temple, ...MorePalagya Hotel is a great base from which to explore this vibrant city. Only 1.0 Km from the city center. Visitors to the hotel can take pleasure in touring the city's top attractions: Pashupatinath Temple, ...MoreTribhuvan International Airport, Boudhanath Stupa. At Palagya Hotel, the excellent service and superior facilities make for an unforgettable stay. The hotel offers access to a vast array of services, including smoking area, restaurant, car park, 24 hr room service, concierge. Less","Tilganga Road, Gaushala,Tilganga Road, GaushalaNear Kathmandu Airport & Pasupatinath Temple","Kathmandu 10840, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Restaurant,Room Service,Suites,Bar/Lounge,Kitchenette,Pets Allowed,Shuttle Bus Service,Pool,Fitness center,Wheelchair access",Kathmandu B&Bs / Inns,27.705923,85.350755,Palagya Hotel.jpg,"NPR†1,989 - NPR†4,420 (Based on Average Rates for a Standard Room) "
157,208,209,Dahachok Homestay,"Dahachok Homestay is situated just 10 KM west from the Kathmandu City Central. Dahachok is known as the historic place, having green lawn, located in very peace, cozy environment near the forest. It has 5 ...MoreDahachok Homestay is situated just 10 KM west from the Kathmandu City Central. Dahachok is known as the historic place, having green lawn, located in very peace, cozy environment near the forest. It has 5 ...Morerooms with Kitchen, Western style toilet, Free WiFi, hot and cold shower, serve organic Nepalese cuisine. Despite increasing emphasis on homestay tourism in Nepal, Homestay in Kathmandu may not be sufficient for you to know and deepen you understanding about Nepalese culture, tradition, lifestyle and livelihood. Dahachok Homestay is a privately managed homestay in Nepal aiming to help you make most out of your stay with us. . We provide occasional cultural tours, short hiking, and classes for Nepalese-style cooking, opportunities for volunteering, and offer you only organic foods grown in our kitchen garden. We want to ensure that you live as a member of our family throughout your stay with us. Less","Chandragiri,ChandragiriChandragiri-01, Khahare, Dahachok","Kathmandu 11569, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Family Rooms,Kitchenette,Pets Allowed,Wheelchair access,Business Center,Laundry Service",Kathmandu Lodges,27.703154,85.23056,Dahachok Homestay.jpg,"NPR†1,989 - NPR†4,420 (Based on Average Rates for a Standard Room) "
158,209,210,Amar Hotel,,"Kalimati,Kalimati","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Bar/Lounge,Dry Cleaning,Casino",Kathmandu B&Bs / Inns,27.698836,85.294428,Amar Hotel.jpg,"NPR†2,100 - NPR†2,984 (Based on Average Rates for a Standard Room) "
159,217,218,Thamel Eco Resort,,"Chibahal, Thamel,Chibahal, Thamel","Kathmandu 44600, ",Bagmati Zone,984-1374663,9:00 A.M. - 9:00 P.M,,Kathmandu Hotels,27.713148,85.311729,Thamel Eco Resort.jpg,"NPR†3,094 - NPR†6,410 (Based on Average Rates for a Standard Room) "
160,229,230,Norbulinka Boutique Hotel,"Situated in central Thamel, Hotel Norbulinka features a mix of modern d√©cor and traditional carvings and artworks. It offers rooms with a private bathroom an on-site restaurant and a free airport pick-up ...MoreSituated in central Thamel, Hotel Norbulinka features a mix of modern d√©cor and traditional carvings and artworks. It offers rooms with a private bathroom an on-site restaurant and a free airport pick-up ...Moreservice.Room are air-conditioned and feature a wardrobe and cable TV. A private bathroom includes a shower and free toiletries.Hotel Norbulinka is 3 km from both Central Bus Park Gongabu and Kathmandu Durbar Square. Tribhuvan International Airport, Kathmandu is 6 km from the hotel.Guests have access to free Wi-Fi in the hotel‚Äôs common areas. A safety deposit box is available at the 24-hour reception. A currency exchange and tour desk is conveniently located at the hotel, which also provides laundry and dry cleaning services at an extra cost.Restaurant serves a variety of cuisines including Nepalese, Tibetan and Indian. Jasmine Bar offers a wide selection of drinks. Less","Hiti Road, Nepal,Hiti Road, NepalThamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Concierge,Business Center,Dry Cleaning,Rooftop Terrace,Shuttle Bus Service",Kathmandu Hotels,27.71701,85.3126,Norbulinka Boutique Hotel.jpg,"NPR†1,547 - NPR†2,431 (Based on Average Rates for a Standard Room) "
161,233,234,Hotel Nepalaya,,"Thamel Marg 17,Thamel Marg 17Kwabahal","Kathmandu 21292, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Rooftop Bar,Concierge,Wheelchair access,Dry Cleaning,Rooftop Terrace, Shuttle Bus Service ",Kathmandu Hotels,27.712039,85.311328,Hotel Nepalaya.jpg,"NPR†1,547 - NPR†3,094 (Based on Average Rates for a Standard Room) "
162,237,238,Gaju Suite Hotel,,"A One Complex, 3rd and 4th Floor, Thamel Marg,A One Complex, 3rd and 4th Floor, Thamel Marg","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast Buffet,Air Conditioning,Restaurant,Airport Transportation,Room Service, Suites , Rooftop Bar , Kitchenette , Concierge , Wheelchair access , Dry Cleaning , Rooftop Terrace ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu Hotels,27.716441,85.311877,Gaju Suite Hotel.jpg,"NPR†3,205 - NPR†11,161 (Based on Average Rates for a Standard Room) "
163,241,242,Adventure Home,"It is quietly based accommodation in Thamel offering facilities and amenities to facilitate comfy and pleasant stay of travelers to Nepal with our spacious and sunny rooms, proper furnished & carpeted, closet ...MoreIt is quietly based accommodation in Thamel offering facilities and amenities to facilitate comfy and pleasant stay of travelers to Nepal with our spacious and sunny rooms, proper furnished & carpeted, closet ...Moreto keep your stuffs, private rest room & hot shower and free access of wireless internet access. Plus, the friendly and eager staffs to assist to achieve the adventure you want to experience. Less","29 Amrit Marg Thamel,29 Amrit Marg Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast Available,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Bar/Lounge,Laundry Service",Kathmandu Hotels,27.715289,85.312569,Adventure Home.jpg,"NPR†3,205 - NPR†11,161 (Based on Average Rates for a Standard Room) "
164,244,245,Hostel Travellers Hub,,"Paknajol Chowk,Paknajol ChowkPaknajol chowk Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast Available,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Bar/Lounge,Kitchenette,Laundry Service",Hostels in Kathmandu,27.715479,85.308471,Hostel Travellers Hub.jpg,"NPR†1,105 - NPR†1,437 (Based on Average Rates for a Standard Room) "
165,258,259,The Glasshouse Hotel,,"Chhetrapati Chowk, 151 Swachapu Marga,Chhetrapati Chowk, 151 Swachapu Marga","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Smoking rooms available,Restaurant,Airport Transportation,Room Service,Bar/Lounge, Laundry Service ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu Specialty Lodging,27.710708,85.309185,The Glasshouse Hotel.jpg,"NPR†2,100 - NPR†3,536 (Based on Average Rates for a Standard Room) "
166,259,260,Nepal Cottage Resort Pvt. Ltd.,"Nepal Cottage Resort, newly built property as per travelers choices, nearby vibrant touristy hub, is located in Thamel. Four detached buildings, including conference hall and dinning hall, comprise 24 rooms. ...MoreNepal Cottage Resort, newly built property as per travelers choices, nearby vibrant touristy hub, is located in Thamel. Four detached buildings, including conference hall and dinning hall, comprise 24 rooms. ...MoreAll rooms have air condition, hot and cold shower, satellite TV, and broadband internet facilities. As all building are two storied and all top floor every single room has private balcony. Less","Paknajol Marg,Paknajol MargThamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Family Rooms,Bar/Lounge,Kitchenette,Concierge,Wheelchair access,Business Center, Laundry Service , Shuttle Bus Service ",Kathmandu Lodges,27.715075,85.307837,Nepal Cottage Resort Pvt. Ltd..jpg,"NPR†2,100 - NPR†3,536 (Based on Average Rates for a Standard Room) "
167,262,263,Hotel Holy Temple Tree & Chautari Cafe With Bar,"Hotel Holy Temple Tree is located just outside Thamel, the main tourist area of Kathmandu. We are 2 to 3 minutes walk from Thamel and around 30 to 40 minutes from Swayambhunath (as known as - the Monkey temple) ...MoreHotel Holy Temple Tree is located just outside Thamel, the main tourist area of Kathmandu. We are 2 to 3 minutes walk from Thamel and around 30 to 40 minutes from Swayambhunath (as known as - the Monkey temple) ...Moreand 10 to 15 minutes from Kathmandu Durbar Sq.The hotel has a wonderful garden to sit and eat in or if you prefer you can go to the roof garden and enjoy the views of Kathmandu and the mountain ranges in the distance. The hotel has free Wi-Fi internet access throughout, as well as hot water and soft beds that are clean and comfortable. Our staff can also help you arrange and book treks, trips and safaris to all areas on Nepal. Less","Lekhnath Marga,Lekhnath MargaThamel","Kathmandu 46000, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Multilingual Staff,Pets Allowed,Business Center,Dry Cleaning",Kathmandu B&Bs / Inns,27.718718,85.311742,Hotel Holy Temple Tree & Chautari Cafe With Bar.jpg,"NPR†1,547 - NPR†2,763 (Based on Average Rates for a Standard Room) "
168,266,267,Hotel Manaslu,,"230 Hotel Marg,230 Hotel MargLazimpat","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Pool,Non-Smoking Rooms,Restaurant, Room Service , Bar/Lounge , Concierge , Wheelchair access , Business Center , Dry Cleaning ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu Hotels,27.720005,85.320884,Hotel Manaslu.jpg,"NPR†8,509 - NPR†15,029 (Based on Average Rates for a Standard Room) "
169,267,268,Hotel Vaishali,,",","Kathmandu, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Pool,Non-Smoking Rooms,Restaurant, Airport Transportation , Room Service , Suites , Bar/Lounge , Concierge , Spa , Business Center , Dry Cleaning , Self-Serve Laundry , Babysitting ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu Hotels,27.716564,85.311104,Hotel Vaishali.jpg,"NPR†6,299 - NPR†10,388 (Based on Average Rates for a Standard Room) "
170,268,269,Hotel Rosemary Homes,,"Thamel Marg Kwabahal,Thamel Marg Kwabahal","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Restaurant,Airport Transportation,Room Service",Kathmandu Hotels,27.710652,85.311081,Hotel Rosemary Homes.jpg,"NPR†2,100 - NPR†3,868 (Based on Average Rates for a Standard Room) "
171,270,271,Yellow Pagoda Hotel,,"Kantipath,Kantipath","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Room Service, Bar/Lounge , Wheelchair access , Meeting Rooms , Dry Cleaning ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu Hotels,27.710413,85.315197,Yellow Pagoda Hotel.jpg,"NPR†5,304 - NPR†9,504 (Based on Average Rates for a Standard Room) "
